score_phrase,title,platform,score,genre,release_year,release_month,release_day
Great,The Legend of Zelda: Majora's Mask 3D,Nintendo 3DS,8.7,Adventure,2015,2,4
Great,The Legend of Zelda: Tri Force Heroes,Nintendo 3DS,8.5,Adventure,2015,10,21
Great,The Legend of Zelda: Twilight Princess HD,Wii U,8.6,"Action, Adventure",2016,3,1
Okay,The LEGO Movie Videogame,Xbox 360,6.5,"Action, Adventure",2014,2,13
Okay,The LEGO Movie Videogame,PlayStation 3,6.5,"Action, Adventure",2014,2,13
Okay,The LEGO Movie Videogame,Xbox One,6.5,"Action, Adventure",2014,2,13
Okay,The LEGO Movie Videogame,PC,6.5,"Action, Adventure",2014,2,13
Okay,The LEGO Movie Videogame,PlayStation 4,6.5,"Action, Adventure",2014,2,13
Okay,The LEGO Movie Videogame,Wii U,6.5,"Action, Adventure",2014,2,13
Good,The Magic Circle,PC,7.8,Adventure,2015,7,31
Okay,The Order: 1886,PlayStation 4,6.5,Action,2015,2,19
Good,The Park,Xbox One,7,Adventure,2016,5,4
Good,The Park,PlayStation 4,7,Adventure,2016,5,4
Good,The Park,PC,7,Adventure,2016,5,4
Amazing,The Room Three,iPhone,9,Puzzle,2015,12,15
Good,The Sims 4,PC,7.5,Simulation,2014,9,2
Great,The Sly Collection,PlayStation Vita,8.1,Platformer,2014,5,30
Great,The Talos Principle,PC,8.3,"Puzzle, Adventure",2014,12,9
Bad,The Technomancer,PC,4.9,RPG,2016,6,28
Good,The Turing Test,PC,7,Puzzle,2016,8,31
Great,The Vanishing of Ethan Carter,PlayStation 4,8.5,Adventure,2015,7,24
Great,The Vanishing of Ethan Carter,PC,8.5,Adventure,2014,10,2
Good,The Walking Dead: Michonne -- Episode 1: In Too Deep,PC,7,Adventure,2016,2,23
Good,The Walking Dead: Michonne -- Episode 2: Give No Shelter,PC,7.2,Adventure,2016,4,1
Okay,The Walking Dead: Michonne -- Episode 3: What We Deserve,PC,6.3,Adventure,2016,4,27
Amazing,The Walking Dead: Season Two -- Episode 2: A House Divided,Xbox 360,9.5,Adventure,2014,3,4
Amazing,The Walking Dead: Season Two -- Episode 2: A House Divided,iPhone,9.5,Adventure,2014,3,4
Amazing,The Walking Dead: Season Two -- Episode 2: A House Divided,PC,9.5,Adventure,2014,3,4
Amazing,The Walking Dead: Season Two -- Episode 2: A House Divided,PlayStation Vita,9.5,Adventure,2014,3,4
Amazing,The Walking Dead: Season Two -- Episode 2: A House Divided,PlayStation 3,9.5,Adventure,2014,3,4
Amazing,The Walking Dead: Season Two -- Episode 3: In Harm's Way,PC,9,Adventure,2014,5,13
Okay,The Walking Dead: Season Two -- Episode 4: Amid the Ruins,Xbox 360,6,Adventure,2014,7,23
Okay,The Walking Dead: Season Two -- Episode 4: Amid the Ruins,PC,6,Adventure,2014,7,23
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,PlayStation Vita,9.5,Adventure,2014,8,26
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,iPhone,9.5,Adventure,2014,8,26
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,PlayStation 3,9.5,Adventure,2014,8,26
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,Xbox 360,9.5,Adventure,2014,8,26
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,PC,9.5,Adventure,2014,8,26
Mediocre,The Witch and the Hundred Knight,PlayStation 3,5.8,"Action, RPG",2014,3,4
Amazing,The Witcher 3: Wild Hunt,Xbox One,9.3,RPG,2015,5,12
Amazing,The Witcher 3: Wild Hunt,PlayStation 4,9.3,RPG,2015,5,12
Amazing,The Witcher 3: Wild Hunt,PC,9.3,RPG,2015,5,12
Amazing,The Witcher 3: Wild Hunt -- Blood and Wine,PC,9,RPG,2016,5,25
Amazing,The Witcher 3: Wild Hunt -- Hearts of Stone,PC,9,RPG,2015,10,9
Okay,The Witcher Adventure Game,Android,6.9,Board,2014,12,18
Okay,The Witcher Adventure Game,PC,6.9,Board,2014,12,18
Okay,The Witcher Adventure Game,Macintosh,6.9,Board,2014,12,18
Okay,The Witcher Adventure Game,iPad,6.9,Board,2014,12,18
Bad,The Witcher Battle Arena,iPhone,4.5,Strategy,2015,1,28
Masterpiece,The Witness,PlayStation 4,10,Puzzle,2016,1,25
Masterpiece,The Witness,PC,10,Puzzle,2016,1,25
Masterpiece,The Witness,Xbox One,10,Puzzle,2016,1,25
Great,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,PC,8.5,Adventure,2014,2,5
Great,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,Xbox 360,8.5,Adventure,2014,2,5
Great,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,PlayStation 3,8.5,Adventure,2014,2,5
Amazing,The Wolf Among Us: Episode 3 -- A Crooked Mile,PlayStation 3,9.2,Adventure,2014,4,8
Amazing,The Wolf Among Us: Episode 3 -- A Crooked Mile,PC,9.2,Adventure,2014,4,8
Amazing,The Wolf Among Us: Episode 3 -- A Crooked Mile,Xbox 360,9.2,Adventure,2014,4,8
Okay,The Wolf Among Us: Episode 4 -- In Sheep's Clothing,PC,6,Adventure,2014,5,27
Amazing,The Wolf Among Us: Episode 5 -- Cry Wolf,Xbox 360,9.3,Adventure,2014,7,8
Amazing,The Wolf Among Us: Episode 5 -- Cry Wolf,PC,9.3,Adventure,2014,7,8
Great,Theatrhythm Final Fantasy: Curtain Call,Nintendo 3DS,8.5,"Music, RPG",2014,9,12
Okay,Thief,Xbox 360,6.5,"Adventure, Adventure",2014,2,26
Okay,Thief,PlayStation 3,6.5,"Adventure, Adventure",2014,2,26
Okay,Thief,PlayStation 4,6.8,"Adventure, Adventure",2014,2,24
Okay,Thief,PC,6.8,"Adventure, Adventure",2014,2,24
Okay,Thief,Xbox One,6.8,"Adventure, Adventure",2014,2,24
Great,This War Of Mine,PC,8.4,Strategy,2014,11,25
Amazing,Threes,iPhone,9.3,Puzzle,2014,12,9
Amazing,Threes,Xbox One,9.3,Puzzle,2014,12,9
Amazing,Threes,Android,9.3,Puzzle,2014,12,9
Good,Titan Attacks!,PlayStation 4,7.5,Shooter,2014,5,12
Good,Titan Attacks!,PlayStation Vita,7.5,Shooter,2014,5,12
Good,Titan Attacks!,PlayStation 3,7.5,Shooter,2014,5,12
Great,Titan Souls,PC,8,RPG,2015,4,13
Great,Titan Souls,PlayStation 4,8,RPG,2015,4,13
Great,Titan Souls,PlayStation Vita,8,RPG,2015,4,13
Great,Titanfall,PC,8.9,"Shooter, First-Person",2014,3,10
Great,Titanfall,Xbox One,8.9,"Shooter, First-Person",2014,3,10
Great,Titanfall,Xbox 360,8.9,"Shooter, First-Person",2014,3,10
Great,Titanfall (Collector's Edition),Xbox One,8.9,"Shooter, First-Person",2014,3,10
Good,Tokyo Mirage Sessions #FE,Wii U,7.6,RPG,2016,6,29
Good,Tom Clancy's Rainbow Six Siege,PlayStation 4,7.9,Shooter,2015,11,30
Good,Tom Clancy's Rainbow Six Siege,Xbox One,7.9,Shooter,2015,11,30
Good,Tom Clancy's Rainbow Six Siege,PC,7.9,Shooter,2015,11,30
Okay,Tom Clancy's The Division,Xbox One,6.7,Shooter,2016,3,17
Okay,Tom Clancy's The Division,PC,6.7,Shooter,2016,3,17
Okay,Tom Clancy's The Division,PlayStation 4,6.7,Shooter,2016,3,17
Mediocre,Tom Clancy's The Division -- Underground,Xbox One,5.8,Shooter,2016,7,6
Amazing,Tomb Raider: Definitive Edition,Xbox One,9.1,Action,2014,1,25
Amazing,Tomb Raider: Definitive Edition,PlayStation 4,9.1,Action,2014,1,25
Great,Tomodachi Life,Nintendo 3DS,8.4,Simulation,2014,6,6
Awful,Tony Hawk's Pro Skater 5,PlayStation 4,3.5,Sports,2015,10,2
Great,Total War: Attila,PC,8.1,Strategy,2015,2,12
Great,Total War: Warhammer,PC,8.6,Strategy,2016,5,19
Okay,Toukiden: The Age of Demons,PlayStation Vita,6.2,Action,2014,2,18
Great,TowerFall Ascension,PlayStation 4,8.9,Action,2014,3,25
Great,TowerFall Ascension,PC,8.9,Action,2014,3,25
Great,TrackMania Turbo,Xbox One,8.4,Racing,2016,3,24
Great,TrackMania Turbo,PlayStation 4,8.4,Racing,2016,3,24
Good,Transformers: Devastation,Xbox One,7.7,Action,2015,10,9
Good,Transformers: Devastation,PlayStation 4,7.7,Action,2015,10,9
Bad,Transformers: Rise of the Dark Spark,PlayStation 3,4.9,Action,2014,6,27
Bad,Transformers: Rise of the Dark Spark,PlayStation 4,4.9,Action,2014,6,27
Bad,Transformers: Rise of the Dark Spark,Wii U,4,Action,2014,7,1
Bad,Transformers: Rise of the Dark Spark,Xbox One,4.9,Action,2014,6,27
Bad,Transformers: Rise of the Dark Spark,PC,4.9,Action,2014,6,27
Bad,Transformers: Rise of the Dark Spark,Xbox 360,4.9,Action,2014,6,27
Amazing,Transistor,PlayStation 4,9,"Action, RPG",2014,5,20
Amazing,Transistor,PC,9,"Action, RPG",2014,5,20
Great,Trials Fusion,Xbox 360,8.2,"Racing, Action",2014,4,16
Great,Trials Fusion,PC,8.2,"Racing, Action",2014,4,16
Great,Trials Fusion,Xbox One,8.2,"Racing, Action",2014,4,16
Great,Trials Fusion,PlayStation 4,8.2,"Racing, Action",2014,4,16
Okay,Trials of the Blood Dragon,Xbox One,6.9,Racing,2016,6,17
Okay,Trials of the Blood Dragon,PlayStation 4,6.9,Racing,2016,6,17
Good,Tropico 5,PC,7.2,Strategy,2014,5,30
Great,TxK,PlayStation Vita,8.2,Shooter,2014,2,19
Amazing,Ultra Street Fighter IV,Xbox 360,9,Fighting,2014,6,3
Awful,Umbrella Corps,PlayStation 4,3.8,Shooter,2016,6,24
Amazing,Uncharted 4: A Thief's End,PlayStation 4,9,"Action, Adventure",2016,5,11
Amazing,Uncharted: The Nathan Drake Collection,PlayStation 4,9,Action,2015,9,30
Masterpiece,Undertale,PC,10,RPG,2016,1,13
Masterpiece,Undertale,Macintosh,10,RPG,2016,1,13
Good,Unepic,Wii U,7,Platformer,2014,2,4
Great,Unravel,PlayStation 4,8.3,Platformer,2016,2,8
Good,Until Dawn,PlayStation 4,7.5,Adventure,2015,8,24
Good,Valiant Hearts: The Great War,PlayStation 4,7.7,"Puzzle, Adventure",2014,6,24
Amazing,Valkyria Chronicles,PlayStation 3,9,"Action, RPG",2016,5,10
Great,Valkyria Chronicles,PC,8.8,"Action, RPG",2014,11,26
Amazing,Valkyria Chronicles Remastered,PlayStation 4,9,"Action, RPG",2016,5,10
Mediocre,Valley,PlayStation 4,5,Adventure,2016,8,24
Mediocre,Valley,Xbox One,5,Adventure,2016,8,24
Amazing,Velocity 2X,PlayStation Vita,9,Shooter,2014,9,2
Amazing,Velocity 2X,PlayStation 4,9,Shooter,2014,9,2
Great,Virginia,PC,8.5,Adventure,2016,9,22
Great,Volume,PlayStation 4,8.1,Action,2015,8,18
Great,Volume,PC,8.1,Action,2015,8,18
Awful,War of the Vikings,PC,3.5,,2014,4,23
Good,War Thunder,PlayStation 4,7.2,"Flight, Action",2014,6,20
Good,War Thunder,PC,7.2,"Flight, Action",2014,6,20
Good,War Thunder,Macintosh,7.2,"Flight, Action",2014,6,20
Good,Wargame: Red Dragon,PC,7.6,Strategy,2014,4,29
Good,Warhammer: End Times -- Vermintide,PC,7.2,Action,2015,10,29
Great,Wasteland 2,PC,8.4,RPG,2014,9,24
Great,Wasteland 2: Director's Cut,PlayStation 4,8.5,RPG,2015,10,13
Great,Wasteland 2: Director's Cut,Xbox One,8.5,RPG,2015,10,13
Good,Watch Dogs,PlayStation 3,7.5,Action,2014,5,29
Great,Watch Dogs,PlayStation 4,8.4,Action,2014,5,27
Great,Watch Dogs,Xbox 360,8.4,Action,2014,5,27
Great,Watch Dogs,Xbox One,8.4,Action,2014,5,27
Great,Watch Dogs,PC,8.4,Action,2014,5,27
Okay,Watch Dogs: Bad Blood,PC,6.8,Action,2014,10,10
Mediocre,Whispering Willows,PlayStation 4,5.8,Adventure,2015,7,2
Mediocre,White Night,Xbox One,5,Puzzle,2015,3,9
Great,Wii Sports Club,Wii U,8,"Sports, Compilation",2014,8,8
Great,Wii Sports Club (Retail Edition),Wii U,8,"Sports, Compilation",2014,8,8
Great,WildStar,PC,8.7,RPG,2014,6,26
Good,Wolfenstein: The New Order,Xbox 360,7.8,Shooter,2014,5,20
Good,Wolfenstein: The New Order,PC,7.8,Shooter,2014,5,20
Good,Wolfenstein: The New Order,PlayStation 4,7.8,Shooter,2014,5,20
Good,Wolfenstein: The New Order,Xbox One,7.8,Shooter,2014,5,20
Good,Wolfenstein: The New Order,PlayStation 3,7.8,Shooter,2014,5,20
Good,Wolfenstein: The Old Blood,PlayStation 4,7,Shooter,2015,5,8
Good,Wolfenstein: The Old Blood,Xbox One,7,Shooter,2015,5,8
Good,Wolfenstein: The Old Blood,PC,7,Shooter,2015,5,8
Great,World of Tanks,Xbox 360,8,RPG,2014,3,26
Amazing,World of Warcraft: Legion,PC,9.1,RPG,2016,9,9
Amazing,World of Warcraft: Warlords of Draenor,PC,9,RPG,2014,11,13
Great,World of Warships,PC,8.3,Strategy,2015,9,23
Good,Worms WMD,PlayStation 4,7.8,Strategy,2016,8,27
Mediocre,WWE 2K15,Xbox 360,5.9,Wrestling,2014,10,28
Good,WWE 2K15,Xbox One,7,Wrestling,2014,11,18
Good,WWE 2K15,PlayStation 4,7,Wrestling,2014,11,18
Great,WWE 2K16,PlayStation 4,8.8,Wrestling,2015,10,30
Great,WWE 2K16,Xbox One,8.8,Wrestling,2015,10,30
Amazing,XCOM 2,PC,9.3,Strategy,2016,2,1
Good,XCOM 2: Alien Hunters,PC,7.7,Strategy,2016,5,13
Great,XCOM 2: Shen's Last Gift,PC,8,Strategy,2016,7,1
Great,Xenoblade Chronicles,New Nintendo 3DS,8.7,RPG,2015,4,3
Great,Xenoblade Chronicles X,Wii U,8.2,RPG,2015,12,7
Good,Xenonauts,PC,7.8,Strategy,2014,8,7
Okay,Xeodrifter,Nintendo 3DS,6.5,"Action, Adventure",2014,12,16
Okay,Xeodrifter,PC,6.5,"Action, Adventure",2014,12,16
Bad,X-Men: Battle of the Atom,iPhone,4,"Card, Battle",2014,1,17
Mediocre,Yaiba: Ninja Gaiden Z,Xbox 360,5.6,Action,2014,3,18
Mediocre,Yaiba: Ninja Gaiden Z,PlayStation 3,5.6,Action,2014,3,18
Good,Yo-Kai Watch,Nintendo 3DS,7.2,RPG,2015,11,4
Good,Yoshi's New Island,Nintendo 3DS,7.9,Platformer,2014,3,13
Good,Yoshi's Woolly World,Wii U,7.4,Platformer,2015,6,22
Amazing,Zero Time Dilemma,Nintendo 3DS,9.2,Adventure,2016,6,29
Amazing,Zero Time Dilemma,PlayStation Vita,9.2,Adventure,2016,6,29
Good,Zombi,Xbox One,7.5,Shooter,2015,8,20
Good,Zumba Fitness World Party,Xbox One,7.2,"Sports, Other",2014,1,10
